PID,startdate,enddate,duration,week,noise,model_included,peak_time,peak_intensity,factors__current_season,factors__past_season,factors__past_season2,factors__model,survey_summary_from_participant
4781,2023-02-04 17:30:30,2023-02-04 17:33:33,182,1,2.5,1,152.0,2300.0,1,1,0,1,To determine how people make predictions based on past data.
3201,2023-02-04 17:30:09,2023-02-04 17:33:46,217,-2,2.5,1,108.0,2000.0,1,1,1,1,To determine when people think an outbreak will occur based on prior data
1797,2023-02-04 17:32:02,2023-02-04 17:33:58,116,4,10.0,1,99.0,1478059.0,0,1,0,0,To see how individuals interpret data on a graph about epidemics.
5776,2023-02-04 17:28:40,2023-02-04 17:34:06,326,4,2.5,1,95.0,1200.0,1,0,0,1,"Try to predict a infection rate for a current disease based on early surveillance data, past years data, and modelling."
4997,2023-02-04 17:30:12,2023-02-04 17:34:39,267,1,10.0,1,120.0,2500.0,0,0,0,1,Estimating the peak day for a possible pandemic along with the number of hospitalizations.
2598,2023-02-04 17:31:18,2023-02-04 17:34:51,213,3,2.5,0,57.0,1500.0,1,0,1,0,To gauge people's ability to predict hospitalizations pattern based on previous data.
3704,2023-02-04 17:30:48,2023-02-04 17:35:23,275,1,10.0,0,110.0,112.0,0,1,1,0,"using a predictive data set including past history to determine peak of viral infections, while determining if the predictor was potentially correct."
5180,2023-02-04 17:27:18,2023-02-04 17:35:25,487,4,2.5,0,60.0,70.0,1,1,1,0,To see if we could predict the pattern of hospitalization and on and on the peak day
5161,2023-02-04 17:31:14,2023-02-04 17:35:36,261,3,10.0,1,85.0,400.0,0,0,0,1,"I believe the study was presented to test our confidence in epidemic forecasting. Which, as we know, has proven to be pretty much junk."
382,2023-02-04 17:32:27,2023-02-04 17:36:09,221,2,2.5,1,80.0,955.0,1,1,0,0,I don't know
4826,2023-02-04 17:30:58,2023-02-04 17:36:14,316,4,5.0,1,30.0,10.0,1,0,0,0,Most consider the not able the situation and very fear that hospitalization 
666,2023-02-04 17:32:44,2023-02-04 17:36:41,237,-2,2.5,0,67.0,1900.0,0,0,1,0,To estimate the peak day of hospitalizations from the data provided and the number of hospitalizations on that day.
2848,2023-02-04 17:34:18,2023-02-04 17:36:44,145,3,5.0,1,98.0,2000.0,0,1,1,0,To predict when the peak day and number of occurences happened.
4436,2023-02-04 17:30:52,2023-02-04 17:36:58,366,2,2.5,0,60.0,300.0,1,1,1,0,The goal was to estimate the peak day of the pandemic and hospitalizations based on the data. 
3350,2023-02-04 17:34:26,2023-02-04 17:36:59,152,2,2.5,0,84.0,1100.0,1,1,1,0,Predict possible infection from fictitious pandemic.
670,2023-02-04 17:33:56,2023-02-04 17:37:13,196,-2,10.0,1,114.0,1256.0,1,0,1,1,"I was given a graph with a fair amount of data about hospitalizations, some observed and some predicted. I was asked to predict when the hospitalizations would peak and how many hospitalizations there would be. "
506,2023-02-04 17:33:44,2023-02-04 17:37:24,219,3,10.0,0,65.0,1500.0,0,0,1,0,"To determine the peak season of hospitalizations based on current trends.  These trends to not indicate an epidemic, but may have a correlation since specific reasons for hospitalization was not provided"
2167,2023-02-04 17:28:20,2023-02-04 17:37:33,552,2,10.0,1,98.0,1200.0,1,1,1,1,"To study how people predict chimiric pandemic spread; we were given hospitalization data and chronological data, and asked to make decisions on our own mental models derived from this data. Y'all now want to see what I said (which, or course is the correct answer, because I am a data deity). "
4177,2023-02-04 17:34:43,2023-02-04 17:37:43,179,1,2.5,0,80.0,1000.0,1,1,1,0,This study examined data regarding the number of cases regarding a fictitious virus. The goal of the study was to predict the time and volume of when the peak number of cases is to occur.
2265,2023-02-04 17:32:54,2023-02-04 17:38:24,329,1,5.0,0,68.0,850.0,1,0,0,0,I assume it was to study how people read charts. 
1288,2023-02-04 17:33:20,2023-02-04 17:38:57,337,3,5.0,0,58.0,1950.0,0,0,1,0,Prediction of peak hospital admissions.
2500,2023-02-04 17:34:27,2023-02-04 17:39:35,307,-2,2.5,0,114.0,269.0,1,1,1,0,"To estimate the peak level and timing of an infectious disease. With information given from previous seasons and the current trend, it offers a basis of what to expect."
3900,2023-02-04 17:32:33,2023-02-04 17:39:58,445,4,5.0,0,236.0,221.0,1,1,1,0,To determine how many hospitalizations and on which day would the virus peak.
3039,2023-02-04 17:37:27,2023-02-04 17:40:21,174,3,10.0,0,64.0,133.0,0,0,1,0,To figure out if the user doing the survery could read and use the tools of a graph to figure out which day was peak. 
4817,2023-02-04 17:38:20,2023-02-04 17:41:16,175,1,10.0,0,79.0,729.0,1,0,0,0,The goal was to predict the peak day and peak hospitalizations on that day. 
2533,2023-02-04 17:35:33,2023-02-04 17:41:28,354,1,5.0,1,98.0,1000.0,1,1,1,1,To predict a fiction epidemic by a surveillance estimate
869,2023-02-04 17:37:24,2023-02-04 17:41:35,250,1,2.5,1,90.0,1316.0,1,1,1,0,"To have us predict when and how bad a hypothetical disease might be, given past data."
5105,2023-02-04 17:36:51,2023-02-04 17:41:48,297,3,2.5,0,100.0,1400.0,1,1,1,0,"The goal of the study was to interrupt the data from the past two seasons of disease in regards to days and hospitalizations.  Based on the data, the peak hospitalization and time span of the disease was attempted to be determined."
4988,2023-02-04 17:35:31,2023-02-04 17:42:19,408,3,10.0,1,103.0,1710664.0,0,0,0,1,I thought it was to make a prediction of the number of cases but I think I looked at the graph wrong.  You can disregard my input.
4131,2023-02-04 17:26:51,2023-02-04 17:42:36,945,-2,10.0,0,90.0,819.0,1,1,1,0,/to see what abilities exist to predict the highest case point and the number of hospitalizations
3200,2023-02-04 17:39:55,2023-02-04 17:42:49,173,3,2.5,1,100.0,1950.0,1,0,0,1,The goal of this study was to predict what the upcoming peak of hospitalizations will be.
478,2023-02-04 17:36:59,2023-02-04 17:42:52,353,-2,10.0,0,64.0,133.0,0,0,1,0,Prediction about the pandemic
191,2023-02-04 17:09:20,2023-02-04 17:43:04,2023,4,2.5,1,1000.0,1000.0,0,0,1,0,Estimating peak days in a pandemic 
5107,2023-02-04 17:39:43,2023-02-04 17:43:10,206,4,5.0,1,50.0,1000.0,1,0,1,0,Using the past pandemic data to forecast the future peak day and peak patients. Using the existing data to accurately predict the future event if possible.
3318,2023-02-04 17:23:34,2023-02-04 17:43:31,1197,4,2.5,1,145.0,820.0,0,1,1,0,Predictions for the peak day and time of an event. 
5048,2023-02-04 17:42:56,2023-02-04 17:44:21,84,4,10.0,1,3.0,5.0,1,0,0,0,The goal was probably to see others opinions. Also to see how others would make of the predictions. 
3599,2023-02-04 17:40:58,2023-02-04 17:44:37,219,1,5.0,0,79.0,822.0,1,0,0,0,The goal of the study was to have people make predictions of a fictional infectious agent using pieces of information and then to observe what values people based their determinations on.
5297,2023-02-04 17:40:02,2023-02-04 17:44:52,290,4,2.5,1,83.0,1700.0,1,1,1,1,"To figure out how accurately people can make predictions based off of data they are given, and if they decide to use the data given to them or not. In other words, to see if people follow their gut feeling rather than adhere to empirical evidence."
473,2023-02-04 17:41:37,2023-02-04 17:46:06,269,2,5.0,1,57.0,1700.0,1,1,1,0,Evaluate a graph to predict hospitalizations
1510,2023-02-04 17:44:45,2023-02-04 17:46:26,100,-2,2.5,1,57.0,173.0,0,0,0,1,Analyzing data
4622,2023-02-04 17:32:41,2023-02-04 17:46:27,826,1,2.5,0,78.0,1220.0,1,1,1,0,To see how people predict based on data from the past.
3283,2023-02-04 17:41:10,2023-02-04 17:47:40,389,3,5.0,0,56.0,1800.0,0,0,1,0,An attempt to find out when the peak times would be for people to be hospitalized during a pandemic.If it would be higher than previous years.
4767,2023-02-04 17:40:43,2023-02-04 17:47:45,421,2,5.0,0,74.0,667.0,1,1,1,0,I was trying to use past data to forecast the number of days it would be before an infectious incident would reach the peak.  I was try to estimate how many hospitalizations would happen on that projected day.
1864,2023-02-04 17:36:31,2023-02-04 17:47:48,677,1,10.0,1,92.0,770.0,1,0,0,1,To see how ell we can project what will happen depending on the data that's available.
1280,2023-02-04 17:42:55,2023-02-04 17:48:16,321,4,5.0,0,84.0,2300.0,0,1,1,0,To predict what the true outcome of a potential pandemic was going to be based on the graph.
5060,2023-02-04 17:46:57,2023-02-04 17:49:57,179,3,10.0,0,60.0,1350.0,0,1,0,0,The goal of this study is to see how people use data to make decisions and if those decisions make sense given the data shown.
1951,2023-02-04 17:44:58,2023-02-04 17:50:08,309,-2,2.5,1,115.0,1800.0,1,0,0,0,to estimate the peak number of hospitalizations and on what day. using various data sets. 
4989,2023-02-04 17:39:50,2023-02-04 17:50:09,618,3,2.5,1,109.0,1750.0,1,1,1,1,To see how we could predict the peak day and number of hospitalizations given a data set. 
3472,2023-02-04 17:48:26,2023-02-04 17:51:06,160,3,5.0,1,67.0,4700.0,0,1,1,0,to determine how people predict info base don maps
2243,2023-02-04 17:45:31,2023-02-04 17:51:10,338,-2,5.0,1,90.0,1500.0,1,1,1,0,To predict how many hospitalizations will occur in a fictional epidemic and if general people can predict such things.
2743,2023-02-04 17:45:14,2023-02-04 17:51:11,356,-2,10.0,1,104.0,1860000.0,1,0,0,1,To see if the data on the graph could be understood with the information that was provided.  
1650,2023-02-04 17:48:49,2023-02-04 17:51:25,156,4,2.5,0,98.0,1400.0,0,1,1,0,The goal of the study was to be able to predict the number of hospitalization based on previous data
1230,2023-02-04 17:39:42,2023-02-04 17:51:37,714,2,10.0,0,88.0,750.0,1,1,1,0,To see how well people can predict from past surveillance data
311,2023-02-04 17:44:26,2023-02-04 17:51:48,442,-2,10.0,0,87.0,739.0,1,0,0,0,To see if we can interpret correctly such a graph model. While also keeping in mind other reasons that people visit a hospital
1933,2023-02-04 17:46:36,2023-02-04 17:51:54,318,-2,2.5,0,95.0,1800.0,1,0,0,0,To see how people make predictions about infectious disease spread.
4643,2023-02-04 17:44:00,2023-02-04 17:52:15,495,2,10.0,0,187.0,1200.0,1,0,1,0,The goal of the study was to forecast incident hospitalizations.  It was to study the effects of stress on hospitalizations maybe
438,2023-02-04 17:44:10,2023-02-04 17:52:47,517,4,2.5,0,65.0,334.0,1,1,1,0,The goal of this study was to predict the amount of cases in an epidemic. I had to predict how many cases would be the peak and what day the peak would be on.
3077,2023-02-04 17:47:46,2023-02-04 17:53:06,320,4,5.0,0,78.0,1000.0,1,0,1,0,predict the day and the number of incident hospitalizations when the true epidemic will reach its highest point (peak) based on the data provided in an interactive figure showing the number of reported incident hospitalizations over a period of 210 days (30 weeks)
397,2023-02-04 17:51:55,2023-02-04 17:53:53,118,-2,5.0,0,23.0,500.0,1,1,0,0,To try and understand how people make predictions about a pandemic based on data.
1593,2023-02-04 17:51:09,2023-02-04 17:53:56,167,2,2.5,0,79.0,480.0,1,0,0,0,"predict, using chimeric data, a time and value. "
2193,2023-02-04 17:49:08,2023-02-04 17:54:06,297,2,5.0,1,87.0,502.0,0,0,0,1,See if you understand modeling
2204,2023-02-04 17:49:27,2023-02-04 17:54:09,281,1,2.5,0,79.0,955.0,1,0,0,0,To see if I would use past seasons to determine the results.
5577,2023-02-04 17:52:11,2023-02-04 17:54:14,123,-2,2.5,1,57.0,1900.0,1,0,0,0,To see the pattern between an outbreak and hospitilizations.
5854,2023-02-04 17:50:50,2023-02-04 17:54:19,208,3,10.0,1,99.0,1710.0,0,0,0,1,"This study might be trying to determine whether or not people are influenced by pandemic related data -- depending on whether or not they're able to interpret charts and tables. If you can't read it, you can't respond appropriately to it. "
418,2023-02-04 17:51:25,2023-02-04 17:54:19,173,2,10.0,0,97.0,1450.0,1,1,1,0,To determine when the next peak of hospitalizations would occur based on prior and current data.
4507,2023-02-04 17:39:48,2023-02-04 17:54:23,874,4,10.0,0,112.0,800.0,1,1,1,0,Possibly to check the beliefs of the majority. Possibly just to determine how people analyze data. I do not know.
173,2023-02-04 17:50:27,2023-02-04 17:55:19,291,1,5.0,1,86.0,2000.0,1,1,1,0,It was the estimate the number of hospitalizations that the highest point would be and also to estimate on which day this would fall on. Using nothing else but the histogram with the available data.
5936,2023-02-04 17:48:18,2023-02-04 17:56:18,479,2,10.0,1,103.0,2000.0,0,1,1,0,To use data from previous seasons to forecast the impact of a fictitious viral epidemic. 
1788,2023-02-04 17:47:05,2023-02-04 17:57:15,610,4,10.0,0,119.0,650.0,0,1,1,0,Obtaining predictions of how many hospitalizations would occur on what day of a hypothetical virus outbreak.
3891,2023-02-04 17:52:15,2023-02-04 17:57:50,335,4,10.0,1,70.0,1007.0,1,1,1,0,To understand what I think will be the peak of hospitalizations for this particular wave of an en epidemic based on past data.
5282,2023-02-04 17:50:35,2023-02-04 17:57:57,442,1,10.0,0,79.0,729.0,1,0,1,0,To analyze a graph with surveillance information of a fictitious epidemic. Then to predict the peak day and how many hospitalizations on that day.
2347,2023-02-04 17:54:03,2023-02-04 17:58:05,241,-2,2.5,0,89.0,1670.0,1,1,1,0,To determine with data from the previous 2 seasons and surveillance data from this season on which day would this pandemic reach its peak nd how many hospitalizations would occur on that day.
1710,2023-02-04 17:48:30,2023-02-04 17:58:57,627,1,10.0,1,56.0,1500.0,0,1,1,0,To estimate peak day and amount of pandemic hospital admissions.
4763,2023-02-04 17:56:15,2023-02-04 17:59:18,182,-2,5.0,1,110.0,1800.0,1,0,0,0,decisions based on data
2355,2023-02-04 17:56:42,2023-02-04 17:59:38,175,-2,10.0,0,59.0,1465.0,0,0,1,0,To see how well participants could analyze a graph with multiple data points.
2531,2023-02-04 17:53:24,2023-02-04 17:59:42,378,4,5.0,1,55.0,1500.0,1,0,0,1,The goal of this study was to predict how many people will be hospitalized in the near future.
678,2023-02-04 17:59:02,2023-02-04 17:59:52,49,1,2.5,0,150.0,800.0,1,0,0,0,Great quality
3345,2023-02-04 17:58:04,2023-02-04 18:00:18,133,3,2.5,1,57.0,1955.0,0,1,1,0,I do not know what the goal of the study was.  To see if people can understand the graph correctly?
1834,2023-02-04 17:57:41,2023-02-04 18:00:34,173,1,5.0,1,79.0,822.0,1,1,1,0,To determine the peak day of an epidemic
333,2023-02-04 17:55:15,2023-02-04 18:00:36,320,2,2.5,1,154.0,500.0,0,1,1,0,The goal of this study was to anticipate when the peak would be for a proposed epidemic and how many individuals would be hospitalized in relation to it.  
2950,2023-02-04 17:59:05,2023-02-04 18:00:49,104,-2,10.0,0,85.0,1250.0,1,0,0,0,Perspectives on epidemiology data.
4309,2023-02-04 17:56:59,2023-02-04 18:00:51,231,3,10.0,1,103.0,1710.0,0,0,0,1,"This was about forecasting hospitalizations, due to an infectious agent. This was done by having us evaluate a graph."
2837,2023-02-04 17:58:29,2023-02-04 18:00:59,149,3,10.0,0,50.0,60.0,1,0,0,0,"I'm not sure, but I would think it's something to do with testing peoples' ability to make predictions based on trends"
4318,2023-02-04 17:57:52,2023-02-04 18:01:07,194,1,2.5,1,132.0,1577.0,0,1,1,0,To see if estimates can be determined and a graph can be interpreted 
2928,2023-02-04 17:55:17,2023-02-04 18:01:16,359,-2,10.0,1,110.0,2015.0,1,1,1,0,To get an estimate of the next epidemic.  Figure out when and how many people will be hospitalized.
2799,2023-02-04 17:59:11,2023-02-04 18:01:18,127,-2,2.5,1,57.0,1955.0,0,0,1,0,To understand the difference between predictions and relevant data.
2476,2023-02-04 17:57:55,2023-02-04 18:01:21,205,1,10.0,1,79.0,729.0,1,0,1,0,How others predict data. It is also how others will look at the pattern of graphs. 
5256,2023-02-04 17:54:33,2023-02-04 18:01:31,418,4,2.5,0,57.0,64.0,0,0,1,0,It was to estimate when the epidemic reached its peak and how many hospitalizations there were.
4313,2023-02-04 17:54:52,2023-02-04 18:01:31,398,3,2.5,0,82.0,300.0,1,1,1,0,How previous trends in data influence are view of how current data will trend.
3986,2023-02-04 17:56:52,2023-02-04 18:01:32,279,1,10.0,0,98.0,2200.0,1,1,1,0,The goal of the study was to observe a graph about past epidemic data and use that information to make predictions about the peak day and hospitalizations of the current epidemic.
1480,2023-02-04 17:54:23,2023-02-04 18:02:58,514,1,2.5,0,90.0,1025.0,1,1,0,0,Being able to look at graph data and make predictions.
3922,2023-02-04 17:54:26,2023-02-04 18:03:33,546,4,10.0,0,118.0,518.0,1,0,1,0,The ability to draw conclusions from trends.
3032,2023-02-04 18:02:04,2023-02-04 18:04:10,125,1,10.0,1,265.0,725.0,1,1,1,0,To see if I can understand complicated charts.
2145,2023-02-04 17:58:23,2023-02-04 18:04:12,349,2,5.0,1,100.0,800.0,0,1,1,0,"The goal of the study was to determine how people predict certain events. These predictions can be based on demographic factors such as education, age, and gender."
514,2023-02-04 17:46:54,2023-02-04 18:04:14,1040,-2,5.0,0,75.0,1260.0,1,1,1,0,"The goal was to see if humans, along with data collected, can ascertain the peak day and the peak number of infections for a given disease. We were given 2 seasons worth of data, plus surveillance information collected. "
3791,2023-02-04 17:59:01,2023-02-04 18:04:17,316,4,10.0,1,108.0,254.0,1,1,1,1,To see how people interpret the severity of future epidemics based on previous ones
2129,2023-02-04 18:02:19,2023-02-04 18:04:29,129,1,5.0,1,114.0,1842.0,1,0,0,1,predictions
1831,2023-02-04 18:02:07,2023-02-04 18:04:46,158,2,5.0,0,70.0,1700.0,1,1,0,0,The goal of this study was to predict a pandemic using data and variables. 
1245,2023-02-04 18:02:06,2023-02-04 18:04:49,162,2,2.5,1,57.0,64.0,0,0,1,0,To make a prediction on the number of hospitalizations there would be in the future.  Would a person use data from two years ago.
2096,2023-02-04 18:01:48,2023-02-04 18:05:11,202,1,5.0,0,105.0,485.0,1,1,0,0,To see how well participants can extrapolate reasonable predictions based on a combination of real data and surveillance data?
5680,2023-02-04 18:03:09,2023-02-04 18:05:39,150,4,2.5,0,59.0,1775.0,0,0,1,0,estimate likelihood of hospitalizations. 
4700,2023-02-04 18:02:22,2023-02-04 18:05:47,204,-2,2.5,0,56.0,1521.0,0,1,0,0,see what you would estimate the amount of incidents on what peak day
5710,2023-02-04 17:55:20,2023-02-04 18:06:06,646,3,5.0,1,75.0,178.0,1,0,0,0,Taking into account past data to make an accurate prediction of the hospitalization rate. 
4665,2023-02-04 18:03:38,2023-02-04 18:06:06,148,2,2.5,0,57.0,1955.0,1,1,0,0,To predict the peak day and number of hospitalizations.
1679,2023-02-04 18:02:16,2023-02-04 18:06:10,234,3,5.0,1,75.0,179.0,1,0,0,1,The goal is to understand how we internalize information to make preductions.
5478,2023-02-04 18:05:23,2023-02-04 18:06:28,64,1,5.0,1,160.0,2000.0,1,0,0,0,To determine what the amount of sickness is to happen
5876,2023-02-04 17:55:23,2023-02-04 18:06:45,681,2,2.5,0,83.0,400.0,1,1,1,0,Predicting this season's pandemic peak day and number of hospitalizations.
3451,2023-02-04 18:05:05,2023-02-04 18:07:01,116,1,10.0,0,135.0,1124.0,1,1,1,0,To try to see how our predictions are influenced by data
2564,2023-02-04 18:04:13,2023-02-04 18:07:09,176,4,5.0,1,75.0,900.0,1,1,1,0,If people can read graphs
5219,2023-02-04 18:04:51,2023-02-04 18:07:14,142,3,2.5,1,57.0,1955.0,0,1,1,0,To predict when the highest number of cases would be based. on prior knowledge.
5364,2023-02-04 18:01:44,2023-02-04 18:07:20,335,2,2.5,1,90.0,450.0,1,1,1,1,"To judge how people make predictions with data trends and estimates, and what factors they use to make that prediction."
3360,2023-02-04 17:54:31,2023-02-04 18:08:20,828,3,5.0,0,57.0,1980.0,0,1,0,0,Graph analytics.
5535,2023-02-04 18:05:20,2023-02-04 18:08:33,193,-2,5.0,0,85.0,1400.0,1,0,0,0,Prediction on hospitalization data during pandemic 
3463,2023-02-04 18:02:14,2023-02-04 18:08:43,388,3,10.0,1,80.0,523.0,0,0,0,1,I have no idea.
1876,2023-02-04 18:06:10,2023-02-04 18:09:03,172,3,10.0,0,59.0,1490.0,0,1,0,0,Predicting the peak of an epidemic based on old data
340,2023-02-04 18:01:26,2023-02-04 18:09:16,469,2,10.0,1,57.0,1465.0,0,0,1,0,The study of this goal is to guess where what graph to use. The purpose would be to get us to read carefully.
4249,2023-02-04 18:04:19,2023-02-04 18:09:30,311,3,10.0,0,90.0,470.0,1,1,1,0,Predicting the peak impact of the current epidemic season by comparing previous years.
4113,2023-02-04 18:03:08,2023-02-04 18:09:37,389,2,10.0,0,84.0,500.0,1,1,1,1,"The goal of this study was to ascertain an individual's ability to use chimeric modeling to understand the time at which an epidemic should be expected to peak, as well as its severity at its peak. "
2701,2023-02-04 18:02:21,2023-02-04 18:10:01,459,3,10.0,1,105.0,1700.0,0,0,0,1,The goal of this study was to predict what day the epidemic will reach it's highest point and how many hospitalizations they would have that day using the graph. 
5991,2023-02-04 17:57:49,2023-02-04 18:10:10,741,2,5.0,1,103.0,2488.0,1,1,1,0,"The goal of this study was to see if we could accurately guess the outcomes of the epidemic peak day and hospitalizations.  Using information from previous studies, we had to attempt to see a pattern that would help us to predict that infortmation."
3095,2023-02-04 18:00:45,2023-02-04 18:10:33,587,3,2.5,0,90.0,400.0,0,0,1,0,"Here, incident hospitalizations brought on by a fictional infectious pathogen are predicted.
The objective was to determine as accurately as possible the peak value and intensity of the underlying epidemic.
"
5291,2023-02-04 18:05:18,2023-02-04 18:11:01,343,-2,5.0,1,85.0,846.0,1,0,0,1,use the surveillance system and data from the past two outbreaks to predict the peak day of the current outbreak and the number of hospitalization on that day.
1303,2023-02-04 18:09:09,2023-02-04 18:11:44,155,1,5.0,0,110.0,750.0,1,1,1,0,To see how people predicted a fictitious pandemic.
3628,2023-02-04 18:08:09,2023-02-04 18:11:54,224,2,10.0,1,98.0,500.0,0,1,1,0,The goal of this study is to determine what would be my guess on the peak day and the peak time for hospitalizations based on given data for last season and 2 seasons ago. This was done to see how many individuals can perceptively predict outcomes based on given data. 
3420,2023-02-04 18:08:04,2023-02-04 18:12:38,274,4,2.5,1,99.0,1850.0,0,0,0,1,How do we use data and models to predict the future.
4415,2023-02-04 18:10:04,2023-02-04 18:12:49,165,2,10.0,0,57.0,1465.0,0,0,1,0,What factors influence thinking for future events 
5799,2023-02-04 18:08:51,2023-02-04 18:12:51,239,4,5.0,1,68.0,165.0,1,1,1,0,In previous years there is a short peak slightly before the average peak
3036,2023-02-04 18:06:14,2023-02-04 18:12:59,405,3,5.0,0,84.0,1400.0,1,1,1,0,The goal was to use (fictional) data about an infectious agent over the past two seasons to try to predict the behavior of this season.
2992,2023-02-04 18:05:17,2023-02-04 18:13:19,481,3,5.0,1,84.0,421.0,0,0,0,1,I'm not sure. Maybe to see if people can read a graph?
1272,2023-02-04 18:00:41,2023-02-04 18:13:21,760,4,10.0,0,60.0,1450.0,1,0,0,0,to possibly forecast an infectious agent. 
5118,2023-02-04 18:11:38,2023-02-04 18:13:28,109,-2,2.5,0,89.0,1670.0,1,0,0,0,Study trends in data
5240,2023-02-04 18:10:05,2023-02-04 18:13:31,206,3,2.5,1,100.0,1975.0,0,0,0,1,To see how well we can predict disease spread using a graph
5629,2023-02-04 18:06:49,2023-02-04 18:14:19,450,1,2.5,0,95.0,1150.0,1,1,1,0,The goal of the study is to see where data will be placed after viewing prospective data from the past two years. Does this cause a bias or does it influence?
1371,2023-02-04 18:11:44,2023-02-04 18:14:42,178,4,5.0,0,126.0,1200.0,1,1,1,0,extrapolation of graph data
3990,2023-02-04 18:08:37,2023-02-04 18:15:33,415,4,2.5,0,100.0,750.0,1,1,1,0,Too assess people ability to make estimates based on little information with little to no training or first hand experience. To determine if people are capable of making reasonable guesses about the future based on data released to general public without explanations 
3998,2023-02-04 18:12:53,2023-02-04 18:16:25,211,1,2.5,1,100.0,800.0,0,1,0,1,I used the presented data of the last 2 seasons to predict the true day of peak incidents and the number of incidents on the peak day.
1883,2023-02-04 18:08:48,2023-02-04 18:17:38,530,-2,5.0,1,57.0,62.0,0,0,1,0,The severity in days/number of incidents in a pandemic.
5612,2023-02-04 18:11:40,2023-02-04 18:17:42,361,4,10.0,1,350.0,1500.0,1,1,1,1,to predict trends
3764,2023-02-04 18:13:17,2023-02-04 18:17:42,265,3,2.5,1,95.0,1900.0,0,1,0,0,"Guessing as close as possible what date would be highest of outbreak, along w number daily hospitilisations"
4682,2023-02-04 18:09:53,2023-02-04 18:18:16,503,3,2.5,0,81.0,1200.0,1,1,1,0,Trying to understand how people might predict a current trend given information about previous trends? 
3766,2023-02-04 18:08:31,2023-02-04 18:18:22,591,2,5.0,0,60.0,1200.0,0,0,1,0,To see if the surveilence data is an accurate predictor of a said epidemic.
2654,2023-02-04 18:17:35,2023-02-04 18:18:22,47,3,5.0,1,5.0,2.0,0,0,1,0,I don't know exactly.  It seems to do with peak performance.
5025,2023-02-04 18:15:55,2023-02-04 18:18:33,158,-2,10.0,0,85.0,818.0,1,1,1,0,To estimate the peak of an epidemic and the number of hospitilizations
5378,2023-02-04 18:14:51,2023-02-04 18:19:22,270,2,2.5,0,59.0,1955.0,1,1,1,0,To estimate the amount of people that may be hospitalized at the peak of the epidemic.
379,2023-02-04 18:17:47,2023-02-04 18:19:26,99,2,2.5,1,60.0,2500.0,1,1,1,0,This study was about how to predict incidents based on provided information
4919,2023-02-04 18:16:13,2023-02-04 18:19:33,200,1,10.0,1,65.0,113.0,1,1,1,0,to gather public opinion about the peak hospitalization rate of a fake disease
2358,2023-02-04 18:14:45,2023-02-04 18:19:38,292,4,2.5,0,57.0,64.0,0,0,1,0,jto read the graph 
1075,2023-02-04 18:14:08,2023-02-04 18:20:14,365,1,5.0,0,90.0,2000.0,1,1,1,0,Determine peak day and number of cases from two previous seasons data
2527,2023-02-04 18:17:50,2023-02-04 18:20:31,160,-2,2.5,1,56.0,1995.0,1,0,0,0,TO determine the peak days and hospitalizations.  The study's goal was to how we read the chart. 
4576,2023-02-04 18:13:59,2023-02-04 18:20:37,397,3,10.0,0,37.0,79.0,1,1,1,0,To make you work too hard to earn one dollar!!
4695,2023-02-04 18:17:17,2023-02-04 18:20:39,201,4,10.0,0,56.0,1426.0,1,1,0,0,How people read and interpret data sets
963,2023-02-04 18:16:56,2023-02-04 18:21:39,283,-2,10.0,1,85.0,1180.0,1,0,0,1,To try to estimate the peak day based on various sets of data
5562,2023-02-04 18:16:08,2023-02-04 18:22:04,355,1,10.0,0,104.0,1145.0,1,1,1,0,The goal of this study is to see how people from all different backgrounds draw conclusions using data tables with existing/prior information.
4959,2023-02-04 18:18:48,2023-02-04 18:22:24,215,4,5.0,0,98.0,1000.0,1,1,1,0,To understand how regular people can accurate predict future events based on previous data.
4542,2023-02-04 18:16:49,2023-02-04 18:22:42,352,1,2.5,1,125.0,1000.0,1,1,0,0,The goal of this study was to estimate hospitalizations during a pandemic.  
392,2023-02-04 18:20:43,2023-02-04 18:23:20,157,2,10.0,0,120.0,1000.0,1,1,1,0,To estimate two values based on current and past graphs.
3222,2023-02-04 18:12:50,2023-02-04 18:23:35,644,-2,2.5,1,210.0,110.0,0,0,1,0,To see if the volunteer to see if they read the chart correctly.  And to see if they can judge the neither of the epidemic
1778,2023-02-04 18:20:31,2023-02-04 18:23:35,184,3,5.0,0,150.0,500.0,0,1,1,0,"the goal of the experiment was to predict the current levels of an epidemic based on data provided from this season, the last, and two seasons ago. Using the data from the last two seasons I deduced that the severity of the epidermic should not be as bad as the previous two. "
1681,2023-02-04 18:19:32,2023-02-04 18:23:53,260,2,5.0,1,87.0,650.0,1,1,1,1,To determine the potential hospitalizations from a fictional infectious disease based on prior and predicted data
2439,2023-02-04 18:19:08,2023-02-04 18:24:13,305,4,5.0,0,135.0,1750.0,1,1,0,0,To see what I thought the peak day and number of hospitalizations would be based on the data in the graph.
5186,2023-02-04 18:06:31,2023-02-04 18:24:15,1063,2,2.5,0,94.0,450.0,1,1,1,0,To guess what the peak day number of hospitalizations during the pandemic would be and guess the time the peak would be.
5462,2023-02-04 18:15:28,2023-02-04 18:24:19,530,3,10.0,1,84.0,1500.0,0,1,0,1,The goal of the survey was to estimate when the peak of a epidemic will be based on a graph.
570,2023-02-04 18:19:25,2023-02-04 18:24:31,305,1,2.5,0,92.0,1500.0,1,1,1,0,"Possibly, to see how people look at data and make predictions based on the past data given."
